sample_id,content,gold_label,agg_human_label,agg_human_confidence,machine_0_pred,machine_0_confidence,confidence_diff
15,"An endlessly fascinating , landmark movie that is as bold as anything the cinema has seen in years .",1.0,1.0,0.8238238238238238,1.0,0.3333333333333333,0.4904904904904905
59,"Maybe it 's asking too much , but if a movie is truly going to inspire me , I want a little more than this .",-1.0,-1.0,0.7347347347347347,-1.0,0.3333333333333333,0.4014014014014014
83,But hard-to-believe plot twists force the movie off track in its final half hour .,-1.0,-1.0,0.7317317317317318,-1.0,0.3333333333333333,0.39839839839839847
32,"Sound the trumpets : For the first time since Desperately Seeking Susan , Madonna does n't suck as an actress .",1.0,1.0,0.7287287287287287,1.0,0.3333333333333333,0.3953953953953954
1,"A thoughtful , provocative , insistently humanizing film .",1.0,1.0,0.7187187187187187,1.0,0.3333333333333333,0.3853853853853854
16,An excellent romp that boasts both a heart and a mind .,1.0,1.0,0.7107107107107107,1.0,0.3333333333333333,0.37737737737737737
52,I loved looking at this movie .,1.0,1.0,0.6426426426426426,1.0,0.3333333333333333,0.3093093093093093
82,"Being author Wells ' great-grandson , you 'd think filmmaker Simon Wells would have more reverence for the material .",-1.0,-1.0,0.6186186186186187,-1.0,0.3333333333333333,0.28528528528528535
91,"Not ` terrible filmmaking ' bad , but more like , ' I once had a nightmare like this , and it 's now coming true ' bad .",-1.0,-1.0,0.5835835835835835,-1.0,0.3333333333333333,0.2502502502502502
5,"Though it is by no means his best work , Laissez-Passer is a distinguished and distinctive effort by a bona-fide master , a fascinating film replete with rewards to be had by all willing to make the effort to reap them .",1.0,1.0,0.5815815815815816,1.0,0.3333333333333333,0.24824824824824826
51,"Helmer DeVito ... attempts to do too many things in this story about ethics , payola , vice , murder , kids ' TV and revenge .",-1.0,-1.0,0.5815815815815816,-1.0,0.3333333333333333,0.24824824824824826
35,"The best thing the film does is to show us not only what that mind looks like , but how the creative process itself operates .",1.0,1.0,0.5365365365365365,1.0,0.3333333333333333,0.20320320320320323
22,Do we really need a 77-minute film to tell us exactly why a romantic relationship between a 15-year-old boy and a 40-year-old woman does n't work ?,-1.0,-1.0,0.5185185185185185,-1.0,0.3333333333333333,0.18518518518518517
39,Vividly conveys both the pitfalls and the pleasures of over-the-top love .,1.0,1.0,0.5095095095095095,1.0,0.3333333333333333,0.17617617617617615
46,An Afterschool Special without the courage of its convictions .,-1.0,-1.0,0.4874874874874875,-1.0,0.3333333333333333,0.15415415415415418
96,"Unless you are in dire need of a Diesel fix , there is no real reason to see it .",-1.0,-1.0,0.4834834834834834,-1.0,0.3333333333333333,0.1501501501501501
37,The way Coppola professes his love for movies -- both colorful pop junk and the classics that unequivocally qualify as art -- is giddily entertaining .,1.0,1.0,0.4664664664664664,1.0,0.3333333333333333,0.13313313313313307
57,All this turns out to be neither funny nor provocative - only dull .,-1.0,-1.0,0.4444444444444444,-1.0,0.3333333333333333,0.1111111111111111
85,"Good for a few unintentional laughs , `` Extreme Ops '' was obviously made for the `` XXX '' crowd , people who enjoy mindless action without the benefit of decent acting , writing , and direction .",-1.0,-1.0,0.4144144144144144,-1.0,0.3333333333333333,0.08108108108108109
56,It 's hard not to feel you 've just watched a feature-length video game with some really heavy back story .,-1.0,-1.0,0.4074074074074074,-1.0,0.3333333333333333,0.07407407407407407
36,"The film delivers not just the full assault of Reno 's immense wit and insight , but a time travel back to what it felt like during those unforgettably uncertain days .",1.0,1.0,0.4024024024024024,1.0,0.3333333333333333,0.06906906906906907
7,"With the film 's striking ending , one realizes that we have a long way to go before we fully understand all the sexual permutations involved .",1.0,1.0,0.4014014014014014,1.0,0.3333333333333333,0.06806806806806809
