sample_id,content,gold_label,agg_human_label,agg_human_confidence,machine_1_pred,machine_1_confidence,confidence_diff
31,Skip work to see it at the first opportunity .,1.0,1.0,0.8158158158158159,-1.0,0.5944078213498689,2.410223637165685
0,"A pleasant enough movie , held together by skilled ensemble actors .",1.0,1.0,0.7887887887887888,-1.0,0.446581992017106,2.2353707808058947
11,This is such a dazzlingly self-assured directorial debut that it 's hard to know what to praise first .,1.0,1.0,0.7527527527527528,-1.0,0.479247488418924,2.2320002411716766
14,"A stunning piece of visual poetry that will , hopefully , be remembered as one of the most important stories to be told in Australia 's film history .",1.0,1.0,0.8298298298298298,-1.0,0.3967962941719397,2.2266261240017693
16,An excellent romp that boasts both a heart and a mind .,1.0,1.0,0.7107107107107107,-1.0,0.5075306397789799,2.2182413504896905
32,"Sound the trumpets : For the first time since Desperately Seeking Susan , Madonna does n't suck as an actress .",1.0,1.0,0.7287287287287287,-1.0,0.4892938621019139,2.2180225908306426
59,"Maybe it 's asking too much , but if a movie is truly going to inspire me , I want a little more than this .",-1.0,-1.0,0.7347347347347347,1.0,0.4737635530257768,2.2084982877605115
65,"Splashes its drama all over the screen , subjecting its audience and characters to action that feels not only manufactured , but also so false you can see the filmmakers ' puppet strings .",-1.0,-1.0,0.6296296296296297,1.0,0.5192895447789997,2.1489191744086296
77,"Truth to tell , if you 've seen more than half-a-dozen horror films , there 's nothing here you have n't seen before .",-1.0,-1.0,0.6366366366366366,1.0,0.4907272231820999,2.1273638598187365
45,"All ends well , sort of , but the frenzied comic moments never click .",-1.0,-1.0,0.6496496496496497,1.0,0.4730688459640144,2.122718495613664
52,I loved looking at this movie .,1.0,1.0,0.6426426426426426,-1.0,0.4653143263050822,2.107956968947725
62,"Opens at a funeral , ends on the protagonist 's death bed and does n't get much livelier in the three hours in between .",-1.0,-1.0,0.6106106106106106,1.0,0.4954993990620245,2.1061100096726353
79,A very bad sign .,-1.0,-1.0,0.6696696696696697,1.0,0.4352130948018906,2.10488276447156
82,"Being author Wells ' great-grandson , you 'd think filmmaker Simon Wells would have more reverence for the material .",-1.0,-1.0,0.6186186186186187,1.0,0.4824224980552579,2.1010411166738767
47,Aspires for the piquant but only really achieves a sort of ridiculous sourness .,-1.0,-1.0,0.6126126126126126,1.0,0.4761733514464468,2.0887859640590594
19,"Compelling as it is exotic , Fast Runner has a plot that rivals Shakespeare for intrigue , treachery and murder .",1.0,1.0,0.6546546546546547,-1.0,0.4335861649936648,2.0882408196483193
4,"The appearance of Treebeard and Gollum 's expanded role will either have you loving what you 're seeing , or rolling your eyes .",1.0,1.0,0.5485485485485485,-1.0,0.5143121678640099,2.0628607164125583
50,Creepy but ultimately unsatisfying thriller .,-1.0,-1.0,0.6066066066066066,1.0,0.4518432568848568,2.058449863491463
13,A refreshingly honest and ultimately touching tale of the sort of people usually ignored in contemporary American film .,1.0,1.0,0.5485485485485485,-1.0,0.506452829907525,2.0550013784560734
