sample_id,content,gold_label,agg_human_label,agg_human_confidence,machine_4_pred,machine_4_confidence,confidence_diff
31,Skip work to see it at the first opportunity .,1.0,1.0,0.8158158158158159,1.0,0.369185412459023,0.4466304033567929
70,"The stupidest , most insulting movie of 2002 's first quarter .",-1.0,-1.0,0.937937937937938,-1.0,0.519116531460213,0.41882140647772503
87,I loved it !,1.0,1.0,0.9409409409409408,1.0,0.561372818046152,0.3795681228947888
32,"Sound the trumpets : For the first time since Desperately Seeking Susan , Madonna does n't suck as an actress .",1.0,1.0,0.7287287287287287,1.0,0.387507903165209,0.34122082556351974
59,"Maybe it 's asking too much , but if a movie is truly going to inspire me , I want a little more than this .",-1.0,-1.0,0.7347347347347347,-1.0,0.464973394841225,0.2697613398935097
14,"A stunning piece of visual poetry that will , hopefully , be remembered as one of the most important stories to be told in Australia 's film history .",1.0,1.0,0.8298298298298298,1.0,0.567169680785451,0.26266014904437873
15,"An endlessly fascinating , landmark movie that is as bold as anything the cinema has seen in years .",1.0,1.0,0.8238238238238238,1.0,0.56838278572721,0.2554410380966138
82,"Being author Wells ' great-grandson , you 'd think filmmaker Simon Wells would have more reverence for the material .",-1.0,-1.0,0.6186186186186187,-1.0,0.372150059629866,0.24646855898875264
83,But hard-to-believe plot twists force the movie off track in its final half hour .,-1.0,-1.0,0.7317317317317318,-1.0,0.504408870585618,0.22732286114611377
0,"A pleasant enough movie , held together by skilled ensemble actors .",1.0,1.0,0.7887887887887888,1.0,0.566401994387798,0.22238679440099074
77,"Truth to tell , if you 've seen more than half-a-dozen horror films , there 's nothing here you have n't seen before .",-1.0,-1.0,0.6366366366366366,-1.0,0.419400121179636,0.21723651545700062
45,"All ends well , sort of , but the frenzied comic moments never click .",-1.0,-1.0,0.6496496496496497,-1.0,0.447657741741387,0.20199190790826266
11,This is such a dazzlingly self-assured directorial debut that it 's hard to know what to praise first .,1.0,1.0,0.7527527527527528,1.0,0.555185498167782,0.19756725458497082
23,"Even when foreign directors ... borrow stuff from Hollywood , they invariably shake up the formula and make it more interesting .",1.0,1.0,0.6056056056056056,1.0,0.434573312312532,0.17103229329307362
79,A very bad sign .,-1.0,-1.0,0.6696696696696697,-1.0,0.499061758874021,0.1706079107956487
50,Creepy but ultimately unsatisfying thriller .,-1.0,-1.0,0.6066066066066066,-1.0,0.440789890883305,0.1658167157233016
25,"From the big giant titles of the opening credits to Elmer Bernstein 's perfectly melodic score , Haynes gets just about everything right .",1.0,1.0,0.7297297297297297,1.0,0.566472356217409,0.16325737351232072
8,"A deceivingly simple film , one that grows in power in retrospect .",1.0,1.0,0.5625625625625625,1.0,0.405765731120206,0.15679683144235657
86,Happily for Mr. Chin -- though unhappily for his subjects -- the invisible hand of the marketplace wrote a script that no human screenwriter could have hoped to match .,1.0,1.0,0.3413413413413413,1.0,0.496700962220744,0.1553596208794027
36,"The film delivers not just the full assault of Reno 's immense wit and insight , but a time travel back to what it felt like during those unforgettably uncertain days .",1.0,1.0,0.4024024024024024,1.0,0.555615703334059,0.15321330093165658
1,"A thoughtful , provocative , insistently humanizing film .",1.0,1.0,0.7187187187187187,1.0,0.567883050560068,0.15083566815865068
38,Two generations within one family test boundaries in this intelligent and restrained coming-of-age drama .,1.0,1.0,0.4214214214214214,1.0,0.566115330722045,0.1446939093006236
16,An excellent romp that boasts both a heart and a mind .,1.0,1.0,0.7107107107107107,1.0,0.56874689709879,0.14196381361192068
62,"Opens at a funeral , ends on the protagonist 's death bed and does n't get much livelier in the three hours in between .",-1.0,-1.0,0.6106106106106106,-1.0,0.471321279910826,0.1392893306997846
6,"With a cast that includes some of the top actors working in independent film , Lovely & Amazing involves us because it is so incisive , so bleakly amusing about how we go about our lives .",1.0,1.0,0.4364364364364364,1.0,0.568169571455056,0.13173313501861955
49,"Credit must be given to Harland Williams , Michael Rosenbaum and Barry Watson , who inject far more good-natured spirit and talent into this project than it deserves",1.0,1.0,0.4384384384384384,1.0,0.559421455668765,0.12098301723032662
84,Could The Country Bears really be as bad as its trailers ?,-1.0,-1.0,0.3933933933933934,-1.0,0.511506399353523,0.11811300596012964
93,Remember when Bond had more glamour than clamor ?,-1.0,-1.0,0.5015015015015015,-1.0,0.384932684564048,0.11656881693745352
34,"The 3D images only enhance the film 's otherworldly quality , giving it a strange combo of you-are-there closeness with the disorienting unreality of the seemingly broken-down fourth wall of the movie screen .",1.0,1.0,0.4034034034034034,1.0,0.518731155757876,0.11532775235447257
29,"Ranging from funny to shattering and featuring some of the year 's best acting , Personal Velocity gathers plenty of dramatic momentum .",1.0,1.0,0.6826826826826827,1.0,0.567359777002234,0.11532290568044878
65,"Splashes its drama all over the screen , subjecting its audience and characters to action that feels not only manufactured , but also so false you can see the filmmakers ' puppet strings .",-1.0,-1.0,0.6296296296296297,-1.0,0.51498042937611,0.11464920025351966
48,Audiences can be expected to suspend their disbelief only so far -- and that does not include the 5 o'clock shadow on the tall wooden kid as he skips off to school .,-1.0,-1.0,0.5425425425425425,-1.0,0.42959813598802,0.11294440655452254
4,"The appearance of Treebeard and Gollum 's expanded role will either have you loving what you 're seeing , or rolling your eyes .",1.0,1.0,0.5485485485485485,1.0,0.437037146722164,0.11151140182638453
47,Aspires for the piquant but only really achieves a sort of ridiculous sourness .,-1.0,-1.0,0.6126126126126126,-1.0,0.502931254153406,0.10968135845920657
27,"Its direction , its script , and Weaver 's performance as a vaguely discontented woman of substance make for a mildly entertaining 77 minutes , if that 's what you 're in the mood for .",1.0,1.0,0.4094094094094094,1.0,0.517434694293458,0.10802528488404861
37,The way Coppola professes his love for movies -- both colorful pop junk and the classics that unequivocally qualify as art -- is giddily entertaining .,1.0,1.0,0.4664664664664664,1.0,0.568037681209918,0.10157121474345165
43,"A frantic search for laughs , with a hit-to-miss ratio that does n't exactly favour the audience .",-1.0,-1.0,0.6046046046046046,-1.0,0.503637104264879,0.10096750033972568
3,Perhaps no picture ever made has more literally showed that the road to hell is paved with good intentions .,1.0,1.0,0.3073073073073073,1.0,0.407542831042593,0.10023552373528566
20,"Dazzling and sugar-sweet , a blast of shallow magnificence that only sex , scandal , and a chorus line of dangerous damsels can deliver .",1.0,1.0,0.4934934934934935,1.0,0.393732928728256,0.09976056476523748
19,"Compelling as it is exotic , Fast Runner has a plot that rivals Shakespeare for intrigue , treachery and murder .",1.0,1.0,0.6546546546546547,1.0,0.561117118319534,0.09353753633512063
46,An Afterschool Special without the courage of its convictions .,-1.0,-1.0,0.4874874874874875,-1.0,0.398728279787369,0.08875920770011847
91,"Not ` terrible filmmaking ' bad , but more like , ' I once had a nightmare like this , and it 's now coming true ' bad .",-1.0,-1.0,0.5835835835835835,-1.0,0.497406762552061,0.08617682103152252
51,"Helmer DeVito ... attempts to do too many things in this story about ethics , payola , vice , murder , kids ' TV and revenge .",-1.0,-1.0,0.5815815815815816,-1.0,0.496754504912278,0.08482707666930356
98,"despite the long running time , the pace never feels slack -- there 's no scene that screams `` bathroom break ! ''",1.0,1.0,0.4934934934934935,1.0,0.40939459851064,0.0840988949828535
64,"Plays as hollow catharsis , with lots of tears but very little in the way of insights .",-1.0,-1.0,0.5835835835835835,-1.0,0.500753956666285,0.08282962691729856
9,An unabashedly schmaltzy and thoroughly enjoyable true story .,1.0,1.0,0.4874874874874875,1.0,0.567410064742034,0.07992257725454655
60,"Meandering , sub-aquatic mess : It 's so bad it 's good , but only if you slide in on a freebie .",-1.0,-1.0,0.4194194194194194,-1.0,0.497731681008426,0.07831226158900662
26,"Greengrass has delivered an undoubted stylistic tour-de-force , and has managed elements such as sound and cinematography with skill",1.0,1.0,0.6456456456456456,1.0,0.56788396684507,0.0777616788005756
52,I loved looking at this movie .,1.0,1.0,0.6426426426426426,1.0,0.56650311189395,0.07613953074869262
42,has a plot full of twists upon knots ... and a nonstop parade of mock-Tarantino scuzbag types that starts out clever but veers into overkill .,-1.0,-1.0,0.5765765765765766,-1.0,0.502622867865954,0.07395370871062257
18,Both deeply weird and charmingly dear .,1.0,1.0,0.6346346346346347,1.0,0.566096467568687,0.06853816706594762
44,"After seeing SWEPT AWAY , I feel sorry for Madonna .",-1.0,-1.0,0.4234234234234234,-1.0,0.491617037712787,0.0681936142893636
57,All this turns out to be neither funny nor provocative - only dull .,-1.0,-1.0,0.4444444444444444,-1.0,0.509396307858836,0.06495186341439163
66,"The Irwins emerge unscathed , but the fictional footage is unconvincing and criminally badly acted .",-1.0,-1.0,0.5645645645645646,-1.0,0.504734872830857,0.05982969173370756
28,One scarcely needs the subtitles to enjoy this colorful action farce .,1.0,1.0,0.4494494494494494,1.0,0.505113579146925,0.055664129697475584
56,It 's hard not to feel you 've just watched a feature-length video game with some really heavy back story .,-1.0,-1.0,0.4074074074074074,-1.0,0.358166277315995,0.0492411300914124
12,"A bowel-curdling , heart-stopping recipe for terror .",1.0,1.0,0.3843843843843844,1.0,0.427940693848736,0.04355630946435163
21,"Despite what anyone believes about the goal of its makers , the show ... represents a spectacular piece of theater , and there 's no denying the talent of the creative forces behind it .",1.0,1.0,0.6086086086086087,1.0,0.566361842625079,0.04224676598352961
53,I was perplexed to watch it unfold with an astonishing lack of passion or uniqueness .,-1.0,-1.0,0.4744744744744745,-1.0,0.516226608833312,0.041752134358837456
85,"Good for a few unintentional laughs , `` Extreme Ops '' was obviously made for the `` XXX '' crowd , people who enjoy mindless action without the benefit of decent acting , writing , and direction .",-1.0,-1.0,0.4144144144144144,-1.0,0.380009368090252,0.034405046324162414
72,This film 's relationship to actual tension is the same as what Christmas-tree flocking in a spray can is to actual snow : a poor -- if durable -- imitation .,-1.0,-1.0,0.5385385385385385,-1.0,0.505699872941975,0.032838665596563454
75,This time Kaufman 's imagination has failed him .,-1.0,-1.0,0.5345345345345346,-1.0,0.50556279754879,0.028971736985744623
35,"The best thing the film does is to show us not only what that mind looks like , but how the creative process itself operates .",1.0,1.0,0.5365365365365365,1.0,0.563848701820418,0.027312165283881473
22,Do we really need a 77-minute film to tell us exactly why a romantic relationship between a 15-year-old boy and a 40-year-old woman does n't work ?,-1.0,-1.0,0.5185185185185185,-1.0,0.495035040068707,0.023483478449811468
13,A refreshingly honest and ultimately touching tale of the sort of people usually ignored in contemporary American film .,1.0,1.0,0.5485485485485485,1.0,0.56754395742207,0.01899540887352147
68,The problem with this film is that it 's forced to make its characters idiots in order to advance the plot .,-1.0,-1.0,0.5225225225225225,-1.0,0.507286066478567,0.015236456043955515
5,"Though it is by no means his best work , Laissez-Passer is a distinguished and distinctive effort by a bona-fide master , a fascinating film replete with rewards to be had by all willing to make the effort to reap them .",1.0,1.0,0.5815815815815816,1.0,0.567418891563911,0.014162690017670565
39,Vividly conveys both the pitfalls and the pleasures of over-the-top love .,1.0,1.0,0.5095095095095095,1.0,0.52351623905016,0.01400672954065052
17,An incredibly clever and superbly paced caper filled with scams within scams within scams .,1.0,1.0,0.5815815815815816,1.0,0.568005448359461,0.01357613322212059
7,"With the film 's striking ending , one realizes that we have a long way to go before we fully understand all the sexual permutations involved .",1.0,1.0,0.4014014014014014,1.0,0.41104723091881,0.00964582951740861
76,"Trivial where it should be profound , and hyper-cliched where it should be sincere .",-1.0,-1.0,0.4214214214214214,-1.0,0.426865997550898,0.005444576129476575
96,"Unless you are in dire need of a Diesel fix , there is no real reason to see it .",-1.0,-1.0,0.4834834834834834,-1.0,0.488627260157037,0.005143776673553591
